Angila J Pappas,3.45E+14,
Ana X Mcdaniel,3.00E+13,
Jose J Calcote,4.70E+15,
Barbara Oneill,3.74E+14,
Cristin Tiggs,3.72E+14,
Gail P Pearson,5.34E+15,
Joshua E Havens,5.28E+15,
David F Cleveland,6.47E+15,
Shaun Coronel,5.27E+15,
Robert F Spencer,5.31E+15,
Coleman C Heitz,3.77E+14,
Justin N Peters,5.29E+15,
Nathanael Seo,6.49E+15,
Charlie Finley,3.45E+14,
Scottie Zabel,5.17E+15,
Edwin P Cook,6.01E+15,
Mikki C Bowen,4.79E+15,
Tina S Hall,6.01E+15,
Brad Rodriques,3.73E+14,
Margaret O Wells,3.09E+13,
Judie G Geary,3.42E+14,
Cynthia L Acevedo,3.97E+13,
Kevin Drew,3.54E+15,
Rachel Tyson,3.01E+13,
Hunter T Rincon,5.48E+15,
Barry W Rocha,5.39E+15,
Ezekiel O Mcnelly,3.02E+13,
Jacqueline Z Rodgers,3.09E+13,
Belkis F Hartnett,6.48E+15,
Beth F Carr,6.01E+15,
Margareta Burrage,6.01E+15,
Derrick D Leonard,3.73E+14,
Damian W Doane,5.19E+15,
Dana D Harvey,3.54E+15,
Josef Digennaro,3.64E+13,
Tyler Z Poole,5.14E+15,
Van P Zaleski,3.06E+13,
Julia Ochoa,5.26E+15,
Geralyn X Bird,3.01E+13,
Phillip E Clements,3.79E+14,
Neal Q Dagostino,3.03E+13,
Ann O Hooper,3.04E+13,
Terry U Takahashi,5.41E+15,
Joanne D Cox,3.94E+13,
Aleshia X Boddy,5.22E+15,
Wendy R Dennis,3.45E+14,
Lamont V Jinks,3.55E+15,
Erin N Sosa,3.59E+15,
Lesa O Traver,3.55E+15,
Michael Huff,3.55E+15,
Eusebio T Mazurek,3.42E+14,
Alice G Watts,5.29E+15,
Malia Clifford,5.25E+15,
Tim Hickman,4.93E+15,
Alba H Emmett,6.58E+15,
Keith Z Holmes,5.24E+15,
Krissy Ells,5.28E+15,
Jane Carr,3.57E+15,
Jenifer N Feldman,3.59E+15,
Carl Y Gordon,3.56E+15,
Delbert P Pollak,3.46E+14,
Jack Moreno,5.39E+15,
Joshua B Barnhardt,3.73E+14,
Pauline L Ramos,4.98E+15,
Brooks Perry,3.42E+14,
Carmen E Hudson,4.64E+15,
Georgina O Scroggins,3.04E+13,
Vivian Everett,6.01E+15,
Warren Wink,3.71E+14,
Mario D Austin,6.01E+15,
Mirian Cowart,3.72E+14,
Barbara J Singleton,4.21E+15,
Everette U Schoenfeld,3.01E+13,
Roberto W Walsh,3.01E+13,
Gretchen Auxier,3.41E+14,
Wesley Rasmussen,3.46E+14,
Candyce R Golston,3.99E+13,
Kim C Barlow,3.46E+14,
Herman J Wait,3.55E+15,
Ana E Marshall,5.15E+15,
Debrah U Mullings,6.46E+15,
Anthony Williams,3.49E+14,
Graham B Crabill,5.24E+15,
Tyler Ramirez,6.01E+15,
Carmon N Birkland,4.41E+15,
Oscar Baker,3.91E+13,
Ramiro X Kotter,3.56E+15,
Vernon J Hooper,3.72E+14,
Joselyn Huerta,4.22E+15,
Karen Herman,4.94E+15,
Sal U Drinnon,5.42E+15,
Jack I Harmon,6.01E+15,
Logan O Akin,4.96E+15,
Brenda S Valencia,6.01E+15,
Belle E Vanwagoner,3.53E+15,
Adam G Herman,5.45E+15,
Cecille Z Bohrer,5.29E+15,
Roger I Eaton,3.67E+13,
Leonard Y Flippen,3.03E+13,
Mario A Walker,4.83E+15,
Moises U Peck,5.29E+15,
Janice G Schroeder,3.44E+14,
Krysten Epps,5.46E+15,
Joel T Gay,3.67E+13,
Ken Moretz,3.70E+14,
Margaret V Franco,4.69E+15,
Annie V Simms,3.03E+13,
Jason Forbes,3.54E+15,
Karl Glasco,3.64E+13,
Bradley W Pearson,4.75E+15,
Loyce Bolander,4.76E+15,
Edwin K Sweeney,3.06E+13,
Luigi H Sherlock,4.45E+15,
Juanita M Lambert,3.56E+15,
Shin A Gorsuch,3.48E+14,
Ralph Kemp,5.34E+15,
Charisse Southwell,6.01E+15,
Yvonne B Velez,6.01E+15,
Jeffery N Sell,3.49E+14,
Margaret J Chase,5.19E+15,
Karla C Standley,3.78E+14,
Christopher B Welch,5.33E+15,
Benedict T Krick,5.31E+15,
Justin Brewer,3.78E+14,
Kristeen P Chauvin,4.77E+15,
Jorge Shepherd,3.54E+15,
Emmanuel P Gaskin,6.01E+15,
Katherine V Gilliam,5.23E+15,
Carolina Y Shy,3.58E+15,
Howard F Matthews,3.44E+14,
Simone Q Cordon,4.38E+15,
Barbara T Mills,5.32E+15,
Kelly Mapes,5.24E+15,
Debbie E Stephenson,3.00E+13,
Belinda D Lampley,3.58E+15,
Jeff M Wells,3.45E+14,
Samuel V Mcmanis,3.03E+13,
Adam A Lindsey,6.01E+15,
Ronda N Griggs,3.71E+14,
Crystal Z Armstrong,4.55E+15,
Kayla Shier,3.58E+15,
Gloria D Frazier,3.54E+15,
Jaime D Drew,3.10E+13,
Wendy Beasley,3.75E+14,
Martin Q Reamer,4.34E+15,
Kimberly W Golden,3.56E+15,
Adolfo Wagner,4.57E+15,
Virginia Durham,3.10E+13,
Clayton O Hamman,5.28E+15,
Barbara E Hess,4.90E+15,
Gisele L Taranto,3.55E+15,
Kathy K Peck,3.03E+13,
Agustin V Smithson,3.80E+14,
Leroy P Burns,3.50E+14,
Tanna Y Laverriere,3.71E+14,
Matthew Haney,4.24E+15,
Johnathon U Luff,5.29E+15,
Herman K Meyer,3.09E+13,
Bulah Traxler,5.29E+15,
Elaine W Levine,3.56E+15,
Bunny Manzanares,3.95E+13,
Corey Q Farmer,6.01E+15,
Lewis Mclelland,6.01E+15,
Tony Stephenson,3.42E+14,
Alessandra R Chaney,6.23E+15,
Katie Vasquez,3.40E+14,
Trista Q Stich,3.54E+15,
Phillip E Beck,4.15E+15,
Mitchel O Villa,5.48E+15,
Dan W Coffey,6.01E+15,
Dewey Pooley,3.76E+14,
Renee M Fuentes,3.05E+13,
Shayne Q Andes,6.52E+15,
Alvin M Wise,6.58E+15,
Paul G Wile,3.41E+14,
Debbie Q Pennington,5.30E+15,
Wilford Settle,3.53E+15,
Juanita R Hardy,5.31E+15,
Mahalia W Cyr,3.01E+13,
Eugene T Church,5.31E+15,
Hayden Y Rivenburg,5.26E+15,
Carolyn I Foster,3.79E+14,
Howard S Hartline,3.04E+13,
Pamela Hall,3.59E+15,
Alla V Forehand,3.54E+15,
Floyd Shaw,3.75E+14,
Claretha R Neace,4.02E+15,
Stephen Webster,6.01E+15,
Jessie Strauch,4.28E+15,
George U Lott,3.54E+15,
Nathaniel Doolan,6.01E+15,
Pauline H Larsen,6.01E+15,
Jerald W Eckenrode,6.56E+15,
Betty R Baird,4.29E+15,
Kemberly H Borne,5.33E+15,
Ruth H Gutierrez,3.48E+14,
Yasuko January,6.01E+15,
Emma J Howard,5.15E+15,
Yajaira Q Haney,5.13E+15,
Jerome O Macias,6.01E+15,
Lauren U Benson,6.23E+15,
Derek Gates,3.55E+15,
Gregorio T Leopold,3.53E+15,
Keith Meadows,6.01E+15,
Elisha P Craighead,5.43E+15,
Connie K Patterson,3.80E+14,
Jason W Crank,3.49E+14,
Phillip H Sexton,3.53E+15,
Mickey K Simcox,5.33E+15,
Rick Z Leblanc,3.81E+13,
Vernie D Speciale,3.56E+15,
Ryan Powers,5.45E+15,
Phoebe Z Lamarche,3.47E+14,
Ramon Vaughn,4.17E+15,
Londa Jarrard,5.10E+15,
Roberta U Houston,3.54E+15,
Regan W Straley,3.58E+15,
Eddie R Russell,3.97E+13,
Roger K Auman,5.18E+15,
Ray E Booth,3.04E+13,
Edgardo G Hursey,6.01E+15,
Brittany S Villarreal,3.05E+13,
Marlo Barreto,6.23E+15,
Megan Scott,6.47E+15,
Blake D Brody,3.55E+15,
Edward D Bass,3.53E+15,
Brain K Stocker,3.78E+14,
Sara Y Nelson,3.75E+14,
Isiah S Queener,3.64E+13,
Miguel R Rogers,3.55E+15,
Lavonda Matter,3.58E+15,
Louis P Mcgee,5.34E+15,
Rex Santiago,4.03E+15,
Rachel Potter,3.57E+15,
Josephine S Pinette,4.27E+15,
Donna B Mays,4.59E+15,
Roberto E Bello,3.42E+14,
Denise X Ingram,6.01E+15,
Chassidy Z Daley,3.01E+13,
Jeffery A Collins,3.04E+13,
Matthew F Cerna,3.47E+14,
Jeanette X Spencer,3.09E+13,
Leland W Clemmer,6.46E+15,
Shawn Q Ross,5.35E+15,
Kenyetta G Quill,4.12E+15,
Gail K Fitzpatrick,3.58E+15,
Ernestine Milan,3.54E+15,
Zachary R Shepherd,3.74E+14,
Buck X Ryerson,3.47E+14,
Teresa W Carroll,5.24E+15,
Garland X Bearce,6.01E+15,
Stephen A Head,5.32E+15,
Margrett Rittenhouse,3.03E+13,
Shawn Hicks,5.17E+15,
Isela B Cajigas,3.54E+15,
Charlie B Lowery,6.01E+15,
Corey G Knuckles,3.09E+13,
Charlotte J Cunningham,3.57E+15,
Masako N Pagano,3.46E+14,
Steve E Key,5.48E+15,
Winfred U Toohey,3.59E+15,
Anne Pacheco,3.57E+15,
Alphonso Ridenhour,3.76E+14,
Lauren G Kelly,3.46E+14,
Larry X Foran,3.48E+14,
Alvin G Aguirre,4.65E+15,
Eldon Z Maranto,5.30E+15,
Philip C Ortiz,4.50E+15,
Waylon L Blanc,3.00E+13,
Allen L Bradley,3.46E+14,
Buster C Christian,4.88E+15,
Ryan Sims,4.86E+15,
Micah U Bordner,3.47E+14,
Diane R Dickson,3.10E+13,
Eugene Jolly,3.44E+14,
Darrell Barron,3.46E+14,
Latonya Quesada,3.74E+14,
Wesley A Collins,5.47E+15,
Major K Pinon,3.06E+13,
Kimberly Y Workman,3.75E+14,
Chasity Spradley,3.01E+13,
Theresa E Leblanc,3.79E+14,
Ashli S Newberg,3.46E+14,
Walter Z Rodgers,3.41E+14,
Anthony K Greenblatt,3.58E+15,
Allen V Bradshaw,3.04E+13,
Faustino Days,3.10E+13,
Helen U Tucker,5.23E+15,
Roy S Wood,3.54E+15,
Nicholas X Mathis,3.40E+14,
Marvin A Yopp,3.57E+15,
Bradley M Munoz,3.05E+13,
Laurence Gilbert,3.66E+13,
Thelma V Solis,3.41E+14,
Lula C Flake,3.05E+13,
Joan Wilcox,4.66E+15,
Stanley Z Santo,6.47E+15,
Michael Barnes,3.54E+15,
Matthew Cull,5.22E+15,
Ruth A Ferrell,5.32E+15,
Mara F Grasser,4.33E+15,
Amy V Nichols,3.72E+14,
Takisha Felton,3.06E+13,
Jean Wilder,3.70E+14,
Van A Fannin,3.53E+15,
Alfred C Bonner,3.05E+13,
Alphonso M Babbitt,5.39E+15,
Wendy Y Love,3.03E+13,
Tristan V Birmingham,3.09E+13,
Chad Moore,3.57E+15,
Tressie J Carrion,4.12E+15,
Robin H Dillon,4.61E+15,
Jan K Etter,3.58E+15,
Pedro U Rivas,3.62E+13,
Miles T Weintraub,4.15E+15,
Leslie F Kemp,6.01E+15,
Teddy M Batres,6.01E+15,
Henry T Dale,3.46E+14,
Concetta A Wroblewski,5.13E+15,
Patricia C Burton,3.64E+13,
Timmy Neale,4.36E+15,
June X Bishop,3.55E+15,
Ricardo C Shultz,4.50E+15,
Manuel H Rivers,6.55E+15,
Leena D Noe,3.73E+14,
Betty W Mcdaniel,4.53E+15,
Sherlene Ahrens,3.77E+14,
Tom Davis,3.03E+13,
Giuseppe G Herlihy,4.78E+15,
Tammy R Barrett,4.95E+15,
Isreal Ross,5.25E+15,
Wayne S Owen,5.47E+15,
Maire Heater,3.74E+14,
Dorothy F Knowles,6.56E+15,
Sal Mao,3.53E+15,
Jane Gallegos,5.36E+15,
Dorothea K Sena,5.23E+15,
Linda D Hart,3.41E+14,
Beverley N Rodrigues,3.62E+13,
Emily M Bright,4.77E+15,
Cami R Shealy,3.53E+15,
Martha Q Singleton,3.58E+15,
Kelle Nagy,5.24E+15,
Kathy A Hopper,3.71E+14,
Jordan Fang,3.47E+14,
Kathryn Copeland,3.62E+13,
Tim I Fagin,3.53E+15,
Mark Y Glass,4.85E+15,
Alene Browder,5.33E+15,
Nicholas M Morrow,3.10E+13,
Federico B Bainbridge,3.41E+14,
Kelly Crawford,3.56E+15,
Abram K Robards,5.36E+15,
Phyllis Dorsey,5.30E+15,
Herschel D Dingman,3.73E+14,
Douglas L Fischer,3.72E+14,
Simon S Desousa,6.48E+15,
Gloria Morales,4.33E+15,
Clark B Brogdon,4.16E+15,
Laurie V Burke,5.28E+15,
Derick Z Pletcher,3.53E+15,
Eugene F Payne,3.05E+13,
Javier E Quint,6.01E+15,
Phyllis C Rodgers,3.49E+14,
Lecia N Pereira,4.67E+15,
Johnny Church,5.37E+15,
Glenda S Seaborn,3.54E+15,
Dennis Cabrera,5.31E+15,
Wes I Blane,3.56E+15,
Clarence T Knox,6.01E+15,
Cinthia Neill,6.45E+15,
Edward V Franks,3.55E+15,
Charlott Rios,3.03E+13,
Clara Bailey,5.30E+15,
Tanner H Gainer,5.14E+15,
Billy Lang,3.88E+13,
Marsha Z Lyons,4.14E+15,
Ashley A Duffy,3.54E+15,
Toney P Kinney,3.41E+14,
Geraldine C Walker,3.43E+14,
Karima Tunnell,4.82E+15,
Frances S Hawkins,5.12E+15,
Rosendo S Nyquist,3.01E+13,
Tammy K Brooks,6.01E+15,
Stacy C Mcgaugh,3.06E+13,
Gerald T Morgan,3.59E+15,
Fletcher Cazares,3.86E+13,
Paul G Roberson,3.75E+14,
Kris V Peake,6.58E+15,
Rodney M Hatfield,3.59E+15,
Connie M Ruggiero,3.54E+15,
Hazel H Stanley,3.78E+14,
Lavada Rivard,4.85E+15,
Loretta Parsons,4.17E+15,
Garry Z Letson,5.43E+15,
Gregory Y Mueller,3.58E+15,
Nichol S Isaacson,3.53E+15,
Albert Brown,6.48E+15,
Kisha Q Sparks,3.53E+15,
Dean Holder,3.03E+13,
Stanford Savala,6.01E+15,
Raymond Farmer,5.28E+15,
Eric R Sackett,3.76E+14,
Bradley J Christensen,3.09E+13,
Davis E Winget,3.56E+15,
Gregory E Webb,3.57E+15,
Keturah X Keen,3.04E+13,
Esther G Dale,4.88E+15,
Cristina Y Hartshorn,4.04E+15,
Elizabeth Fitzpatrick,3.46E+14,
Bailey H Bramblett,3.10E+13,
Lois Franco,6.22E+15,
Arnold Lape,3.62E+13,
Norma M Carson,6.01E+15,
Laurette S Olsson,3.87E+13,
Troy X Suarez,3.53E+15,
Elias Tafolla,6.01E+15,
Anthony Sargent,3.53E+15,
Delmar Z Beaudry,3.65E+13,
Wesley E Stout,3.54E+15,
Hyun D Mardis,3.56E+15,
Heather P Rasmussen,3.57E+15,
Leigh Buhl,3.55E+15,
Sue Macias,5.46E+15,
Haywood Z Session,3.01E+13,
Pauline P Burnett,4.99E+15,
Cori Botts,5.24E+15,
Leo H James,3.05E+13,
Erich Hepworth,3.02E+13,
Miguel Woodard,3.06E+13,
Isaias T Delossantos,6.01E+15,
Luis S Mckenzie,4.91E+15,
Noble Larrison,5.22E+15,
Juanita Harvey,6.01E+15,
Nathaniel L Terrio,3.55E+15,
Louise T Roach,3.02E+13,
Douglas K Ehlert,3.70E+14,
Rebecca Griffith,4.28E+15,
Niesha Tarrance,6.01E+15,
Yvonne D Chaney,6.01E+15,
Cherie S Min,6.01E+15,
Peter S Boyer,5.32E+15,
Jarrod Luedtke,4.31E+15,
Eva F Velasquez,4.95E+15,
Zenaida J Wurst,3.02E+13,
Debra J Ward,6.22E+15,
Zachariah V Hannon,3.05E+13,
Margaret J Conner,3.05E+13,
Sammy S Dabbs,5.36E+15,
Leon R Vargas,4.21E+15,
Lady Santiago,5.38E+15,
Ernest D Mckay,6.01E+15,
Clement A Raynor,4.44E+15,
Alma O Nunez,3.04E+13,
Tatum Casner,4.58E+15,
Diane I Rodgers,6.22E+15,
Alaine U Wormley,4.61E+15,
Renee E Thompson,3.59E+15,
Larue K Rondeau,5.47E+15,
Ruth O Dennis,6.22E+15,
Bennie R Houchin,5.44E+15,
Frank G Prince,3.80E+14,
Carey Slaughter,3.40E+14,
Earl G Dunlap,3.77E+14,
Mathew D Nolan,3.58E+15,
Keith J Knowles,6.01E+15,
Efren Z Dinger,6.48E+15,
Joanne V Huffman,4.70E+15,
Jaclyn Vest,6.01E+15,
Robert Humphrey,6.01E+15,
Verona Slayton,3.56E+15,
Sally K Kemp,3.55E+15,
Abe H Perrone,5.22E+15,
Jessica J Figueroa,3.41E+14,
Mina Y Mckie,3.55E+15,
Irene Wood,3.06E+13,
Ching G Hoskin,3.57E+15,
Brian Gamble,6.01E+15,
Levi B Britton,4.60E+15,
Virginia K Bauer,3.54E+15,
Lu M Bona,3.05E+13,
Mario Pollard,3.02E+13,
Jonas Henley,5.18E+15,
Howard L Davis,3.56E+15,
Magaret Radabaugh,4.12E+15,
Jerome X Dodson,5.21E+15,
Emery Thelen,3.05E+13,
Emma Perez,6.01E+15,
Pierre B Petree,4.24E+15,
Leonard Q Kent,5.33E+15,
Ronnie F Vancleave,4.76E+15,
Holly M Mcleod,5.49E+15,
Eufemia Moller,5.25E+15,
Fred Bush,5.44E+15,
Booker Troutman,3.02E+13,
Kathryn Cotton,5.40E+15,
Golden K Leblanc,3.53E+15,
Maria L Diaz,3.58E+15,
Luke F Stallman,5.28E+15,
Cynthia V Buck,5.32E+15,
Agustin R Stoffel,5.43E+15,
Robin H Stein,3.86E+13,
Numbers Delreal,5.18E+15,
Phyllis Terrell,3.54E+15,
Tess P Saltzman,3.79E+14,
Derek J Finch,3.57E+15,
Arnoldo Talton,3.90E+13,
Darlene Knight,5.24E+15,
Eladia Raftery,4.84E+15,
John X Daniel,5.27E+15,
Harold M Hymel,3.05E+13,
Tammy Snyder,5.50E+15,
Naida V Konrad,3.06E+13,
Jim E Mckay,3.54E+15,
Lashonda Vizcarra,3.41E+14,
Gary E Alexander,3.66E+13,
Douglas L Conti,3.03E+13,
James Y Watkins,4.37E+15,
Barabara R Reinhart,4.20E+15,
Daniel X Whitney,3.58E+15,
Vivienne S Brook,4.01E+15,
Rachel Briggs,6.01E+15,
Kristine Bennett,5.13E+15,
Arthur P Cameron,3.57E+15,
Salvador M Lenhart,5.13E+15,
Larry K Reynolds,3.02E+13,
Eduardo G Fujii,3.57E+15,
Walter R Abbott,5.47E+15,
Harvey W Krull,3.05E+13,
Kimberly X Avery,6.01E+15,
Dana Hibbert,3.05E+13,
Irene S Burt,3.04E+13,
Cecile Hudkins,6.01E+15,
Robert Lloyd,4.18E+15,
Latia P Hoops,3.59E+15,
Marion K Shields,3.45E+14,
Raul Bellows,6.56E+15,
Phyllis G Bright,3.56E+15,
Dorothy I Stenberg,5.45E+15,
Jerry T Walker,3.59E+15,
Lashell E Mattison,4.86E+15,
Bobby C Marquez,3.57E+15,
Abe P Eagan,5.32E+15,
Andrew Mckinney,3.57E+15,
Pete Groff,3.55E+15,
Francis A Gordon,6.44E+15,
Rickey G Rathburn,4.77E+15,
Emily Bullock,6.23E+15,
Stanley I Mund,3.59E+15,
Barry G Colon,4.33E+15,
Weldon H Karp,6.01E+15,
Herbert D Reid,3.90E+13,
Talia Guenther,4.97E+15,
Vivian B Campos,5.23E+15,
Dorian Peden,3.80E+14,
Todd Z Walton,3.44E+14,
Casey M Berkley,5.49E+15,
Veronica Byers,6.56E+15,
Augustine Lymon,3.76E+14,
Adam N House,6.01E+15,
Idalia R Riel,3.71E+14,
Deborah A Burton,3.83E+13,
Rusty Traverso,5.37E+15,
Louise N Alexander,4.87E+15,
Jessie U Gaunt,3.54E+15,
Thelma Y Walls,3.00E+13,
Zaida Pecoraro,4.64E+15,
Betty S Park,6.48E+15,
Ambrose T Hohn,4.06E+15,
Phyllis Clarke,5.45E+15,
Chara I Clayborne,3.79E+14,
Crystal Bowman,5.33E+15,
Norman Y Hildebrandt,5.49E+15,
Melissa K Snider,5.14E+15,
Demetrius Konieczny,3.71E+14,
Sue W Wyatt,3.66E+13,
Alyssa Hendon,6.52E+15,
Beatrice Hutchinson,4.73E+15,
Carissa Q Kroon,4.44E+15,
Joan W Taylor,6.22E+15,
Dion R Henninger,3.00E+13,
Richard B Floyd,3.04E+13,
Sebastian U Price,3.05E+13,
Patrick Y Duffy,3.45E+14,
Tanner Munday,3.75E+14,
Vincent E Shepherd,6.01E+15,
Kim N Sisco,5.46E+15,
Harold Kerr,3.02E+13,
Margareta B Rosalez,3.53E+15,
Carrie Y Mccormick,3.45E+14,
Arvilla Haddock,4.06E+15,
Ronnie V Hughes,5.11E+15,
Danny Motz,6.45E+15,
Linda Dyer,5.20E+15,
Melodi T Thrash,6.01E+15,
Joshua Sherman,3.04E+13,
Jules M Birdsong,3.41E+14,
Aaron Grimes,3.71E+14,
Judi P Kingston,3.54E+15,
Floyd K Suarez,3.54E+15,
Grant B Piatt,3.40E+14,
Clarence Q Decker,3.01E+13,
Rudolf Z Ignacio,6.01E+15,
Jennifer K Williamson,3.53E+15,
Cyril Confer,3.63E+13,
Joe G Jenkins,6.01E+15,
Willard Prill,4.23E+15,
Keith Lara,6.49E+15,
Katherina P Plumley,4.11E+15,
Alvin J Campbell,4.73E+15,
Toby G Replogle,3.05E+13,
Gilbert R Cain,4.88E+15,
Ronnie Lillibridge,3.57E+15,
Ruby E Mcdonald,3.75E+14,
Fredricka T Ritchie,3.53E+15,
Lewis N Potter,3.02E+13,
Troy Rayes,4.14E+15,
Mildred I Galloway,5.11E+15,
Leoma I Folks,5.26E+15,
Lewis Rich,6.01E+15,
Odis I Mccumber,3.47E+14,
Judith Patrick,3.86E+13,
Man I Hawthorne,4.21E+15,
Rita R Leblanc,3.00E+13,
Hermelinda Carrier,4.88E+15,
Earl Dotson,3.45E+14,
Carl A Waites,3.55E+15,
Antonio Sexton,3.58E+15,
Tangela Croce,4.23E+15,
Joe W Dennis,3.54E+15,
Lavonda F Bohon,3.48E+14,
Derrick Garner,3.53E+15,
Noe Sequeira,6.01E+15,
Marvin Head,3.74E+14,
Melissia Michell,3.58E+15,
Jill F Calderon,3.73E+14,
Germaine C Enyeart,6.01E+15,
Michelle Z Frank,5.19E+15,
Tamekia Meagher,3.57E+15,
Lewis S Mccarthy,3.53E+15,
Hyman P Pauly,4.70E+15,
Grace V Dillon,4.08E+15,
Michele N Albano,6.01E+15,
Tom W Strong,6.01E+15,
Hermelinda G Dedrick,3.55E+15,
Travis O Douglas,4.34E+15,
Karin Otwell,5.38E+15,
Vernon O Sims,3.55E+15,
Jimmie Reza,5.32E+15,
Amanda Powell,5.26E+15,
Terrie L Ruggeri,5.34E+15,
Louise K Barton,3.73E+14,
Rheba Q Height,3.04E+13,
Russell Z Stout,4.34E+15,
Beatrice I Bohn,4.89E+15,
Betty H Medina,6.01E+15,
Desmond R Luong,4.23E+15,
Gregory T Montgomery,6.01E+15,
Shantel Litteral,3.49E+14,
Jacqueline L Jennings,6.01E+15,
Gertrud Breece,5.33E+15,
Jacqueline D Kennedy,3.42E+14,
Ethyl Haugen,3.56E+15,
Patrick M Davidson,4.09E+15,
Bernardo L Feaster,6.23E+15,
Ralph V Mcdaniel,6.01E+15,
Angel I Laskowski,3.06E+13,
Edna L Cain,4.11E+15,
Venus Diaz,3.43E+14,
Evelyn M Dorsey,3.42E+14,
Luvenia Eberle,5.30E+15,
Wendy Odom,3.00E+13,
Hyon Dew,3.71E+14,
Darrell L Mcleod,3.75E+14,
Delmer Oldfield,6.01E+15,
Dolores W Mack,3.55E+15,
Enrique U Socha,5.17E+15,
Joseph A Sweet,4.62E+15,
Petronila W Johns,5.43E+15,
Rita Z Fitzpatrick,4.80E+15,
Shayne N Langlois,6.48E+15,
Maurice X Walter,3.04E+13,
Sharell L Gunning,6.58E+15,
Tracy I Fuentes,6.01E+15,
Julietta C Fick,5.29E+15,
Ramon E Mccormick,3.57E+15,
Tamatha I Lansberry,4.89E+15,
Stephanie N Cherry,5.14E+15,
Eldora R Breaux,5.45E+15,
Lawrence Perry,6.01E+15,
Shanice N Bessler,5.30E+15,
Dale U Best,6.01E+15,
Miquel D Mash,5.17E+15,
Leo Z Moon,3.80E+14,
Denis B Harvell,4.66E+15,
Angela P Massey,3.46E+14,
Harriette C Blanche,3.42E+14,
Benjamin Ellison,5.42E+15,
Marine G Mello,3.10E+13,
Elsie Weiss,6.01E+15,
Lamar T Goley,3.09E+13,
Samantha X Murphy,5.42E+15,
Margery W Dufour,6.23E+15,
Kimberly X Harris,4.82E+15,
Roslyn O Kerney,5.45E+15,
Jonathan Bullock,4.07E+15,
Val Shumway,4.27E+15,
Jerome J Boone,6.01E+15,
Clementina Baur,4.12E+15,
Beth T Mclean,5.22E+15,
Benny J Jaimes,3.04E+13,
Virginia W Mosley,3.57E+15,
Dante G Gerber,4.50E+15,
Evelyn Lamb,5.44E+15,
Neoma H Deblois,4.02E+15,
Louis A Mckenzie,3.71E+14,
Vincenzo H Helvey,3.58E+15,
Peggy Davis,6.01E+15,
Andy Hanlon,3.47E+14,
Virginia R Lindsay,3.53E+15,
Mitzie M Cardoza,6.01E+15,
Richard F Reilly,3.57E+15,
Joaquin H Ballard,3.78E+14,
Judy X Hanson,3.71E+14,
Yuriko J Hundley,4.23E+15,
Lillian H Bray,6.01E+15,
Lyndon T Rymer,3.47E+14,
Lorraine R Clemons,4.60E+15,
Dacia W Haman,3.53E+15,
Oscar N Gross,3.77E+14,
Merideth Y Choy,6.01E+15,
Joanne Klein,3.54E+15,
Kacey D Schulze,6.55E+15,
Bernard G Murray,3.78E+14,
Sixta Q Shriver,5.32E+15,
Steve I Romero,4.94E+15,
Lavera N Gabor,3.58E+15,
Judy D Gomez,3.53E+15,
Gaylord Y Ugalde,3.03E+13,
Mary Crosby,6.51E+15,
Harland R Henson,4.45E+15,
Ryan Summers,3.04E+13,
Courtney Veazey,6.59E+15,
Jeffrey T Rice,5.35E+15,
Lloyd I Smyth,5.42E+15,
Bill P Mercado,5.26E+15,
Lanora Mcinturff,5.33E+15,
Kelly O Copeland,3.77E+14,
Kyoko Ellison,3.44E+14,
Bradley L Carlson,3.77E+14,
Hertha W Morningstar,3.58E+15,
Michele S Nguyen,3.46E+14,
Harrison P Cudd,5.48E+15,
Annie D Soto,3.79E+14,
Juliann H Beall,3.73E+14,
Stephanie Beard,3.72E+14,
Alba N Guillemette,3.53E+15,
Sherry H Webster,3.05E+13,
Gregoria Z Tenney,5.24E+15,
Aaron J Myers,3.58E+15,
Zane Radcliffe,3.41E+14,
Barbara Callahan,3.44E+14,
Wendie B Gracia,6.01E+15,
Jacqueline Z Reese,3.97E+13,
Eduardo Y Rosato,3.77E+14,
Gladys T Lyons,6.48E+15,
Myung R Fink,6.01E+15,
Jamie R Lucas,3.09E+13,
Alanna Y Curley,5.14E+15,
Sheila Q Alford,3.54E+15,
Virgie E Swanigan,3.57E+15,
Carl Daugherty,6.22E+15,
Kathline R Kepner,5.20E+15,
Sandra Ayers,3.55E+15,
Arthur C Summerville,5.11E+15,
Beatrice Z Maxwell,4.56E+15,
Jaunita Ellingsworth,3.78E+14,
Marilyn E Wise,6.01E+15,
Samuel U Vine,3.56E+15,
Daniel Phelps,4.03E+15,
Wilfredo Z Leslie,5.41E+15,
Monica T Cobb,4.35E+15,
Richelle Real,4.82E+15,
Erica Q Bradford,6.01E+15,
Lakeisha Pinheiro,3.06E+13,
Bertha X Norris,5.43E+15,
Bennie O Hutchison,6.51E+15,
Peggy Y Bradley,3.55E+15,
Issac Leiva,3.73E+14,
Eva U Melendez,4.36E+15,
Kaitlin D Mcmartin,5.14E+15,
Thelma V Phelps,3.59E+15,
Trinidad Stuart,4.15E+15,
Hazel G Fischer,4.32E+15,
Suellen J Irizarry,3.73E+14,
Brenda Leon,3.56E+15,
Beth Woodall,4.01E+15,
Victor Gibbs,3.56E+15,
Marylee Z Lark,4.04E+15,
